1,1,221,0,1,9,17#
1,1,221,0,1,11,17#
1,1,221,0,1,17,17#
1,1,221,0,1,26,19#
1,1,221,0,1,37,17#
1,1,221,0,1,39,17#
1,1,222,0,1,10,17#
1,1,222,0,1,12,17#
1,1,222,0,1,18,17#
1,1,222,0,1,19,17#
1,1,222,0,1,29,19#
1,1,222,0,1,24,19#
1,1,222,0,1,35,17#
1,1,222,0,1,38,17#
1,1,223,0,1,8,17#
1,1,223,0,1,25,19#
1,1,223,0,1,27,19#
1,1,223,0,1,40,17#
1,1,224,0,1,7,17#
1,1,224,0,1,13,17#
1,1,224,0,1,16,17#
1,1,224,0,1,30,19#
1,1,226,0,1,21,16#
1,1,226,0,1,32,16#
1,1,225,0,1,28,19#
1,1,225,0,1,36,17#
1,1,226,0,1,41,17#
1,1,226,0,1,14,17#
1,1,225,0,1,15,17#
1,1,225,0,1,22,16#
1,1,221,0,1,6,17#
