2,2,112,0,1,27,9#
2,2,112,0,1,54,41#
2,2,112,0,1,81,24#
2,2,113,0,1,78,24#
2,2,113,0,1,36,22#
2,2,113,0,1,77,39#
2,2,111,0,1,12,37#
2,2,111,0,1,74,7#
2,2,111,0,1,49,20#
2,2,110,0,1,38,22#
2,2,110,0,1,34,22#
2,2,110,0,1,18,18#
2,2,110,0,1,10,37#
2,2,110,0,1,39,38#
2,2,110,0,1,53,41#
2,2,110,0,1,61,42#
2,2,115,0,1,70,13#
2,2,115,0,1,44,13#
2,2,115,0,1,52,34#
2,2,115,0,1,88,39#
2,2,114,0,1,56,22#
2,2,114,0,1,77,10#
2,2,114,0,1,16,15#
2,2,114,0,1,6,35#
2,2,114,0,1,4,29#
2,2,114,0,1,33,32#
2,2,114,0,1,66,8#
2,2,115,0,1,88,16#
2,2,115,0,1,88,14#
2,2,108,0,0,79,24#
1,1,209,0,1,26,21#
1,1,209,0,1,30,22#
1,1,209,0,1,44,22#
1,1,210,0,1,45,22#
1,1,210,0,1,20,37#
1,1,209,0,1,18,37#
1,1,215,0,1,37,39#
1,1,215,0,1,56,42#
1,1,210,0,1,57,42#
1,1,215,0,1,78,40#
1,1,214,0,1,75,8#
1,1,213,0,1,74,8#
1,1,213,0,1,36,23#
1,1,207,0,1,80,25#
1,1,206,0,1,29,39#
1,1,205,0,1,27,39#
2,2,109,0,1,27,38#
2,2,106,0,0,30,38#
